GeneNames,D1,D2,D3,D4,D5,L1,L2,L3,L4,L5,U1,U2,U3,U4,U5
PLD5,0.13103128,0.255202786,0.088267825,0.062669621,0.030686167,0,0.030394956,0,0,0,0,0.028035022,0.029748297,0,0
PLD6,4.330324471,2.087188912,2.946542362,5.522951822,5.777394385,1.864981637,3.733873479,1.763591848,1.711335469,2.596502278,1.609148513,1.64711464,2.105272073,1.796476912,1.211039946
PLEC,73.77752217,102.7587248,106.200362,99.90079743,110.619861,123.776384,142.8724114,116.8653613,93.64576752,144.2294602,90.66766852,65.33525065,80.8214614,88.98051439,78.65714944
PLEK,0,0,0,0,0,0.035854329,0,0.037059071,0,0,0,0.067649726,0,0,0
PLEK2,0,0.075184314,0.069344655,0,0.072322672,6.723718115,8.238178043,10.49685486,8.924571847,7.113917219,0,0,0.070112253,0,0.133598028
PLEKHA1,5.161303448,4.739733316,7.109842441,7.648659921,8.567534225,5.604095422,6.228196865,6.745260811,6.515531931,3.980521981,4.801948949,6.637216565,8.912822627,6.015930992,5.553113772
PLEKHA2,20.36548435,33.12535561,45.97230919,43.74099503,42.44238074,8.086244622,6.230836603,6.427751253,8.459111363,8.393199796,8.997985138,6.037834031,10.58123182,5.503339362,6.501770708
PLEKHA3,10.40910574,9.95880035,12.79379385,15.41577481,15.90923038,6.750837202,11.18327556,9.246485796,7.713107862,7.685300171,20.27440538,22.34912417,20.06647324,12.31572932,14.85216152
PLEKHA4,18.13459308,20.89992242,20.26177479,22.87262268,17.22748106,12.60379099,10.9236691,10.42183287,12.06138773,16.84450071,3.650838175,2.409365958,1.958958634,3.754071524,3.005197295
PLEKHA5,3.646743273,3.963693183,3.941109575,4.759879331,1.873354965,1.515386097,1.080600632,1.367758947,1.600413322,1.469573357,4.327672426,4.006936639,2.969856108,4.150677737,3.165389309
PLEKHA6,9.973576448,8.409609921,8.384586199,6.820747981,4.870806145,3.861860396,4.711726511,6.928316727,3.93402668,4.0410758,0.466097442,0.468420063,0.566080316,0.879878063,0.802417076
PLEKHA7,13.85551539,9.657306295,7.601662563,7.33322543,7.423001737,0.255216006,0.34805006,0.153878387,0.396082848,0.166170471,0.041070198,0.020064166,0,0.021883608,0
PLEKHA8,3.636118007,2.28166118,3.277409216,4.261975533,5.588988341,3.821263488,3.25504291,2.569080928,3.597526009,3.539181897,1.513962057,1.424455505,1.581268622,1.051685825,1.473311286
PLEKHA8P1,0.723721722,0.704777518,1.516751994,1.211495305,1.920865412,0.437695222,0.671518735,0.452402224,0.64353006,0.694644137,0.792397714,1.18714592,1.533541413,0.394068863,0.417449163
PLEKHB1,13.05708351,13.70215925,8.962053273,10.25288644,19.16850911,0.601093115,0.325484574,0.036546497,0.138630438,0.621587883,0.170699784,0.100071068,0.530933036,0.218291258,0.101168631
PLEKHB2,38.6906698,35.83695971,48.10862938,52.73011643,65.78193406,19.59612259,20.44070294,22.40529096,23.12995544,20.94736341,59.1248476,59.47309511,49.85432712,47.80851906,69.15400799
PLEKHD1,0,0,0,0,0,0,0,0,0,0.05511504,0,0,0.056492213,0,0
PLEKHF1,11.47290368,8.83707521,10.24657989,19.90293811,16.94072303,9.231902113,3.187590154,6.563994661,8.818378641,11.48573356,11.46866967,2.662730574,5.650910507,8.4705544,11.04814977
PLEKHF2,3.345473835,3.294924036,3.312171997,4.109277668,3.668088859,2.414151178,1.799002088,2.637855902,3.414236255,2.526183472,3.496438212,3.058360848,3.383359579,1.738820552,2.006448633
PLEKHG1,13.73756232,11.87635818,11.79328643,15.10744857,10.9282486,1.384709347,0.60698353,0.525760523,0.969474435,0.579587541,0,0.013329903,0,0,0
PLEKHG2,12.44702417,9.437227609,8.291640705,9.114005762,8.481157236,27.58386132,17.73627783,24.12016921,25.83812953,25.67933411,8.449457558,3.28452005,7.428009319,12.58668485,4.064140886
PLEKHG3,3.817097517,4.540449075,5.637405208,5.342143616,4.99157935,0.976085215,0.736877348,0.984861648,1.093416075,0.658223897,0.08975705,0.043849323,0.093058081,0.04782563,0.08866051
PLEKHG4,2.402521011,1.791028948,1.354274702,1.695879728,1.50556179,1.503109604,2.751938658,2.035236442,1.871113549,1.614806682,1.596443198,2.821877618,2.527874967,1.221827801,1.118193698
PLEKHG4B,0.577547532,1.30598059,1.134205144,0.496276453,0.128378239,0.186486103,0.245237009,0.119322805,0.078338538,0.034691603,0.402990838,1.290156361,0.817844361,0.520827966,0.237146652
PLEKHG5,9.92594722,8.348016831,9.877796766,12.4079264,12.71460563,5.201508778,1.831529272,1.815597793,3.393370714,4.163961527,17.47088947,6.805566981,9.90177715,13.17836995,11.48328082
PLEKHG6,1.164979708,0.797205743,0.763566,0.662599946,1.179788845,0.485575779,0.876444494,0.177138217,0.447954444,0.251065944,0.082736946,0.107786044,0.05718653,0,0.054484112
PLEKHG7,0.034502497,0,0,0,0,0.031299831,0.064027575,0.032351536,0.030679463,0,0,0,0,0,0
PLEKHH1,2.240604827,1.393094064,1.718347815,1.813538079,2.066614833,1.6573691,1.391322131,1.292874246,0.95019083,0.946765153,0.347225286,0.147505367,0.234779563,0.096528795,0.313158681
PLEKHH2,3.144609389,1.815278448,2.431350828,4.186400947,4.479346416,2.77919,0.917447745,1.24630177,2.118749154,1.981858866,1.348808131,0.721363605,0.721287112,1.467643009,1.514648914
PLEKHH3,15.9443551,11.13893066,11.61245755,16.21324944,16.5919597,19.55829392,5.66041561,7.865183776,9.801069679,14.34150298,10.01900653,4.123346511,8.309983633,10.70929395,8.157203103
PLEKHJ1,37.20212588,32.79521215,35.41428652,28.66407863,28.93978341,13.88669148,16.3554882,11.65661804,15.50880963,16.02827028,21.69682769,24.45456872,17.10277327,17.23297194,15.73267974
PLEKHM1,7.189893277,5.852004214,4.929372421,6.714779602,6.715267267,3.782276483,5.131751496,4.128767919,3.839715192,4.589161799,7.704471463,5.106513867,5.814593447,6.800643962,5.871102631
PLEKHM1P,2.121691034,1.915887756,1.732429767,2.398528522,2.385014616,2.764636263,1.78968246,1.483022332,1.783692662,2.39246808,4.358838269,1.881829245,1.646510197,1.872433982,2.570001769
PLEKHM2,30.73675299,28.20123128,24.78272303,28.43369488,27.5889414,31.77841724,29.07788531,30.46158512,29.34919382,34.79163001,50.06100398,31.80512002,38.21883203,39.92198651,51.3658814
PLEKHM3,1.183860997,1.320766149,1.517563959,1.748125835,1.884209522,1.407630647,1.215779637,0.991506801,1.06290404,1.232189543,1.741691307,2.488684915,2.087567845,2.0599109,1.790025585
PLEKHN1,5.59896496,8.516567988,6.109503181,5.709843021,3.467688067,4.029814634,3.821192457,4.816036175,4.44368602,4.50965922,7.9034841,8.831066367,13.32075242,12.05064525,3.403020383
PLEKHO1,11.86522718,8.428091774,9.089946352,8.011622204,8.891882242,7.724643129,7.900844114,11.38730013,10.11607339,11.19268733,43.52800106,32.61412156,48.48815809,36.87459735,40.70148722
PLEKHO2,2.726355614,2.2419918,2.367148082,3.187460102,3.149855491,8.10687481,6.773974565,7.129483973,6.59938261,8.266456224,9.286875658,17.99224557,24.51121348,17.36169344,17.97990341
PLEKHS1,0.360373422,0.050134322,0.023120163,0,0,3.526087805,2.316770306,2.099850389,3.364645265,7.708503587,0,0.044059607,0,0,0.022271423
PLG,0,0.026023968,0,0,0,0.048485797,0,0.050114969,0.047524802,0,0.023407481,0.022870676,0.072805042,0,0.023121517
PLGRKT,10.96670697,11.56043665,15.73991506,19.57470198,28.27765711,8.820524559,7.028551534,5.194514553,6.132415467,6.911658251,23.76716274,19.448516,15.19544194,13.19162317,20.73784439
PLIN1,0.152118297,0.074068218,0.170788117,0.218265349,0.427494339,0.241496567,0.105859355,0.071317456,0.135262897,0.235856671,0.4330384,0.097640192,0.345357251,0.283984849,0.723881354
PLIN2,0.053727196,0,0.048257005,0.051393271,0.05032941,0.146220038,0.049851784,0.050377726,0,0.190406965,0.282362503,0.091962354,0.146373531,0.100301608,0.185941965
PLIN3,94.41475645,76.65072947,80.90802381,89.99080319,93.04651776,69.13241722,40.27125116,39.79276312,56.79689058,71.99917977,220.3765729,175.3335777,176.9932889,205.3068464,195.5115794
PLIN4,0.532282346,0.241896329,0.286853065,0.492187846,0.764550712,1.030130484,0.411573442,0.166366236,0.252428287,0.770274549,0.046623369,0.106293022,0.225577593,0.049685056,0.076756305
PLIN5,0.046177656,0,0.124428344,0.132515054,0.043257313,0.502695025,0.085693603,0,0.041060961,0.163651705,0,0.039520078,0.083870454,0,0
PLK1,94.8944656,88.86792853,89.9005969,83.56413145,17.18472055,191.9254957,134.9676032,167.2367707,199.7664616,174.5510864,118.0787308,93.57756777,83.06152382,165.852847,48.20123236
PLK1S1,2.307727306,2.047558252,2.210952406,3.581021382,4.419645746,5.954885319,4.425287078,4.087288405,4.742447642,5.997559523,2.02137124,1.580011988,1.30399859,2.106242495,2.662235504
PLK2,114.3480958,93.17609524,72.09742715,56.60901777,41.41046375,110.7959408,74.4063699,84.35286949,111.1780945,72.63160238,25.50074333,39.43039862,33.97702034,38.81661614,67.0795794
PLK3,16.63547119,15.40863936,15.07055201,19.15940264,17.82241664,4.379945369,6.875021909,6.992377122,4.208121664,3.98118516,9.086093249,9.859588993,10.67918438,16.28667559,17.08162406
PLK4,5.417315238,5.825043525,5.676714846,3.56261498,1.136524999,17.02142761,15.78653139,17.06424102,21.92762234,22.22354317,5.461811991,3.477212867,2.357316099,2.449342663,1.245019923
PLK5,0,0,0.052376201,0.055780177,0.054625505,0.105800876,0.108214219,0,0.103703887,0,0,0.04990611,0,0,0.100906943
PLLP,1.957722855,1.393194971,1.623137404,2.376861531,4.020502868,1.775998801,1.257583683,2.047482711,2.209474701,1.200823085,0.065953744,0.322206111,0.273517406,0.491993791,0.586332028
PLN,0.065764095,0,0,0,0,0,0,0,0,0,0,0,0.119444445,0,0
PLOD1,144.255874,108.5377724,104.6168553,101.5621576,122.1038638,124.3542164,104.3129914,118.0017542,109.0590245,132.1584844,222.2871401,179.5377313,243.3295356,240.3557439,266.452474
PLOD2,48.79242165,33.64197057,40.08322623,30.46885322,25.18161773,52.50126695,95.93126559,83.97590894,67.46189516,57.15555973,34.1757874,93.33132243,106.8276509,53.65802413,35.12782253
PLOD3,162.3965785,138.7507953,105.1201604,110.1772979,105.271881,75.87662441,70.86197504,78.03562249,80.80333778,75.44647343,48.98497798,43.55178941,48.20764958,55.09988124,52.41602184
PLP1,0,0.06943017,0.096056163,0.136398586,0,0.064678397,0,0.066851657,0,0.031583951,0,0,0.032373147,0,0
PLP2,284.7031825,270.9662766,198.7187531,163.5865464,130.1752894,179.4368213,190.6155268,250.7170605,252.582939,272.5417713,445.5221368,334.6941807,494.6285643,1058.288101,260.0087885
PLRG1,9.801709409,9.904716155,13.05488496,11.59146297,12.73507926,14.0381977,18.40742239,18.34982423,21.01303873,15.5542588,9.879155971,14.33525502,9.480395941,7.300600965,5.634351626
PLS1,6.826529688,5.318270276,6.082440044,7.783739943,9.796848819,2.551459368,1.444180099,2.20192645,3.180742419,2.225750412,0.765370195,0.397278262,0.347164353,0.229396191,0.637891748
PLS3,60.16140216,67.13661405,88.42519999,58.15404458,38.94661082,43.60135929,52.93840478,47.07501857,56.87558636,51.91234911,78.43651431,68.0650406,52.82590433,41.37121833,41.42790463
PLSCR1,110.1184353,117.070482,109.8099275,127.6313045,130.1016153,13.09439032,9.228444969,10.76054555,11.56497772,10.43873878,5.673782766,4.539694576,6.716182782,7.569866717,5.913375169
PLSCR2,0,0,0.059730499,0.190837314,0,0,0.06170445,0,0,0.058919441,0,0,0,0,0
PLSCR3,0,0,0.048933396,0,0.102069697,0,0.151651585,0,0.048443599,0.144806844,0.143160109,0,0.09895011,0,0.047137052
PLSCR4,1.787244444,1.140302281,1.411537172,1.532750211,2.078337703,5.031760071,3.545391287,3.496115041,4.027824389,5.897098389,0.836718265,0.553810471,0.727572751,0.546503921,0.879818617
PLTP,3.953297365,5.182443949,3.869456665,7.029832245,9.495602664,1.747189191,0.517301921,0.427712332,0.58587567,0.583763441,62.55146227,62.15799211,67.06123503,78.95959936,78.36329309
PLVAP,0.148575999,0.241144768,0.133448852,0.61586119,0.324752949,0,0.091906013,0.046437816,0,0.043878934,0.043379945,0,0.089950694,0.138685922,0
PLXDC1,0.126205631,0.158016936,0.145743564,0.413908185,0.253337576,0.098134881,0,0.016905385,0.016031639,0.063895364,0.078960937,0.061720096,0.049118949,0.016829236,0.140393321
PLXDC2,3.73704341,2.581308793,2.029547483,2.203015942,2.360942134,0.394204111,0.483835203,0.203724884,0.309112743,0.577496839,0,0,0,0,0
PLXNA1,31.71716833,29.97885373,28.84526518,25.87944262,28.51169389,21.94917705,24.42256828,23.14135805,23.59258856,28.78405784,11.94681585,8.810492617,11.00869094,9.586227134,10.60679338
PLXNA2,3.201423483,5.659684359,6.520688206,5.276669231,3.220422483,0.294893475,0.484420106,0.360220774,0.341602942,0.42764609,0.733398951,0.227619485,0.232584211,0.432156791,0.21307035
PLXNA3,22.07273473,18.15925199,15.89335074,19.16393055,22.88381123,11.83847653,10.35657882,11.4528899,8.201430983,14.61164592,28.24699341,20.57785139,25.50751525,32.20750637,37.96394133
PLXNA4,0.936161189,2.62813375,1.386083199,0.776561259,0.664568963,0.165871636,0.156082792,0.178302894,0.156080675,0.045359406,0.025624904,0.08137105,0.053134643,0.006826913,0.050623701
PLXNB1,8.292267486,7.328885962,7.971146347,9.324922526,9.505209312,6.952443999,3.42751691,5.590749343,6.228586042,7.387603832,0.832394727,0.564066619,0.76557165,0.772597888,1.220076636
PLXNB2,121.4916853,103.2713224,97.85510442,106.1210603,109.0580234,56.73745231,53.8216701,51.30297458,54.53703937,79.57947153,54.11209568,29.7856993,37.40685142,54.7091992,46.56951001
PLXNB3,12.92113379,8.331228427,7.318976503,12.61345763,14.58769963,5.323690353,3.329398734,3.347950267,5.139587087,5.998058272,12.61834648,7.609167382,11.26853541,10.60908523,14.25352901
PLXNC1,0.490150049,0.216963563,0.546972067,0.397818725,0.250446677,1.024047638,1.267913026,1.211654349,1.175445093,1.605475201,0.039029947,0.088981364,0.094419189,0,0.038553127
PLXND1,107.5497728,198.5661161,153.1054832,110.1411934,85.75020522,32.99118329,30.38583777,23.84405147,29.34921822,47.80860455,0.707558802,0.746638889,0.660222878,0.392092023,2.082765878
PM20D1,0.103270415,0.1508508,0,0.148176476,0.145109164,0.046842211,0,0,0,0,0,0,0,0,0
PM20D2,6.769877605,5.917094869,6.445874081,4.485000871,4.571431395,4.687481751,5.526882789,8.119837434,5.211439451,4.408454644,6.600343356,3.80796749,7.473085297,4.622196943,2.15253869
PMAIP1,35.57423097,54.94124817,73.89289016,64.21488313,47.4505467,22.97603185,37.22203028,31.60947308,30.75232712,18.57058015,23.45922903,25.26318927,23.00015075,16.52158134,18.78998301
PMCH,0,0,0.133742663,0,0,0,0.13816254,0,0.132403972,0,0.130426361,0.382305851,0.135223103,0,0
PMCHL2,0,0,0,0,0,0.055513869,0.056780154,0.057379191,0.054413576,0,0,0,0,0,0
PMEL,0.409517378,0.199398907,0.735645381,1.224149434,2.541475198,0.650132447,0.237486474,0.191993587,0.546211482,0.725656336,0.313864344,0.394285462,0.418381019,0.238910959,0.531479894
PMEPA1,186.3541784,495.9605435,379.2628463,351.631846,314.2660665,2.854360728,28.05723828,7.79714249,2.3799356,0.886995507,13.13573361,136.7730076,69.74548847,29.63680706,15.82132894
PMF1,11.87484244,15.21111495,7.384025609,5.854251625,4.278407683,19.4734914,20.1719548,15.33140361,16.32592479,18.04754058,2.880372113,4.299649948,5.226033246,12.02229375,4.662939284
PMFBP1,0,0.028985767,0.053468812,0,0.083647559,0.108007971,0.027617915,0.167455722,0.132334047,0.105485559,0.026071496,0.025473596,0,0,0
PML,82.81324837,80.01859517,74.65765759,70.53846497,58.41501494,23.93153596,14.74347101,20.24949184,20.89421987,27.93568494,14.77659226,8.289479938,12.9947928,19.01106048,13.54535564
PMM1,13.17844796,13.51794042,17.12375171,20.58975458,25.3484484,17.2154435,15.16255806,13.26304568,19.99908852,21.56162241,41.86330385,31.6549046,29.83951255,30.34299531,47.43302715
PMM2,19.02113905,26.46177149,20.87623361,20.51562734,20.86367441,27.73208101,52.49712618,41.44891941,28.95144229,27.81527734,12.92068772,25.33180841,17.18550014,19.97435489,15.40776916
PMP2,0.031609551,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMP22,97.86425054,207.5563588,196.4769862,178.114186,237.3144075,78.02976901,63.1322191,61.6184971,68.36600511,42.59982313,54.08449217,32.41497208,47.52609146,41.22915746,42.97448044
PMPCA,38.36803751,44.54092266,41.90884201,34.16125536,40.10431264,28.56300645,30.62246499,24.3905699,30.2616917,28.0399888,34.12925529,34.96983478,23.86850303,20.99269249,33.89985737
PMPCB,28.70482748,27.2812202,27.59064375,25.86213249,24.78790852,28.962686,28.31563526,23.67899676,26.59836672,29.76431575,14.15866508,16.46783185,15.20178198,15.11529104,12.74141338
PMS1,2.977258794,2.462868157,3.105443091,4.624051521,4.528331822,4.094908558,2.851618326,4.262519364,4.412274942,3.74400336,4.907194593,2.821998439,3.48868694,2.061894537,2.520567173
PMS2,10.2544682,7.741121192,9.567410583,8.744467171,9.903819828,9.446831855,8.187153576,12.18668461,9.683697846,7.430269267,2.715498909,3.707710706,3.645540486,3.153523571,1.891382523
PMS2CL,5.577612546,5.431612469,5.708764768,5.521435162,5.650156761,5.118710893,6.499204052,5.473142844,4.786578811,4.539475149,2.613179942,3.829877544,3.592748704,2.482089669,1.907884385
PMS2L2,0.091791253,0.26816555,0,0,0.085986239,0,0,0,0.40810182,0,0,0,0,0,0
PMS2P1,7.871069677,7.881970841,8.136804914,7.031940141,8.486241369,6.332091802,6.545427591,5.22195996,6.470698996,6.184212522,5.463472621,6.609173263,3.843703353,5.545000603,5.332479929
PMS2P3,7.209251957,5.557929038,5.058787254,6.46507488,6.190550928,6.60818454,5.713725199,6.05566448,6.27688331,4.457819034,2.565341408,1.863815311,2.386899484,1.8926332,1.819282943
PMS2P4,3.415747218,4.065522167,3.067975623,3.146352566,2.725696226,3.442981358,3.051981052,3.202802109,2.92477551,3.586745797,1.108111731,2.057128715,1.83818432,2.716023444,2.079690967
PMS2P5,8.302139927,7.922040723,6.055574228,8.048089672,7.933686331,3.386647852,3.567298055,5.642504555,3.319524005,3.702488381,3.367553193,2.575036839,3.592603134,3.692715491,1.590892981
PMVK,7.375805194,7.605249319,10.13211349,7.636430761,10.97367107,5.903957641,4.991932767,5.207327216,4.861029896,3.690289266,10.48893012,12.4020332,13.86916437,8.18079679,9.384772963
PNCK,1.046391876,1.075612621,0.208856515,0.166822716,0.653477679,0.316420463,0.053939682,0.054508752,0,0.360535932,0.20367768,0.149255043,0.158376311,0.271316107,0.603568194
PNISR,25.72149916,21.77660787,20.46237824,29.32412914,22.84911451,35.61994567,24.12594192,21.39443967,27.19678709,31.06742943,39.02104855,29.02141755,18.5913925,21.36340166,28.18914248
PNKD,25.70429589,23.59522678,16.03129906,22.11164943,26.44711704,26.81333204,22.67725044,21.44893909,22.26734295,25.49378941,19.85200659,16.82081091,16.26342166,22.70089192,26.48451593
PNKP,8.056082487,7.462512798,5.118046493,6.891655455,4.417524298,33.74881948,17.86704162,13.20388202,18.22889574,31.97415326,20.93983478,15.86321223,13.32336502,16.99602291,14.16713548
PNLDC1,0.058708155,0.057171405,0.052730831,0,0.164986096,0,0.05447346,0,0,0,0,0,0,0,0
PNLIPRP2,0.076110505,0,0.205084123,0,0,0,0,0,0,0,0,0,0,0,0
PNLIPRP3,0.14651602,0.190241072,0,0.046717107,0.045750044,0,0,0,0,0,0.04277849,0,0.044351772,0.045587689,0.084511751
PNMA1,16.2916797,27.36959361,13.7902196,14.56407126,16.26015072,37.99316251,40.83840044,43.18875034,41.29786595,43.52949609,51.73850396,60.91787467,63.44004944,99.80230072,57.30561811
PNMA2,1.023455419,0.883407933,1.838506234,2.847988963,2.592930477,6.499177935,4.489170644,6.04143914,7.40451318,5.626101474,2.567133132,1.074968949,1.795487121,2.214624725,3.662780445
PNMA3,0,0,0.026990988,0,0,0,0,0,0,0,0,0.025718078,0,0,0
PNMA5,0,0,0.02943972,0,0,0.14867192,0,0.030733489,0,0.029039969,0,0.028051326,0,0,0.028358988
PNMA6C,0,0.048656515,0,0.047793919,0.140413699,0.045326483,0,0.140548497,0.222140529,0.132803794,0,0,0,0,0
PNMAL1,0.457466145,0.267294883,0.219141116,0.554285325,1.085622798,2.849681892,3.763620865,5.461921453,3.579635961,3.215461564,0,0,0,0,0
PNMAL2,0,0,0,0,0.044723042,0,0,0,0,0,0,0,0,0,0
PNMT,0.107556926,0.209483012,0.096606103,0.10288462,0.302264604,0,0,0,0,0,0,0,0,0,0
PNN,23.06908146,23.98725724,16.84578961,22.21645869,12.03492589,39.50176624,41.56297798,45.84110439,43.19387685,30.24302578,28.39319666,16.55962494,12.54709902,20.74566022,15.90283351
PNO1,13.31468956,21.05616226,18.19413308,16.98172723,16.57689682,16.62120541,42.55364394,31.4249695,20.89596681,14.72064026,13.90531989,25.37107197,19.84236925,10.03831249,7.138491313
PNP,8.380643733,10.83635462,11.2074252,8.951854405,11.25258332,20.73852303,27.21647959,32.39314846,25.75090454,16.33536039,18.10712239,19.36542575,18.89990025,14.42868249,8.660970894
PNPLA1,0.043370396,0,0,0,0.081255176,0.039344573,0.040242033,0.040666591,0,0,0,0.074235098,0.039385875,0.040483411,0
PNPLA2,45.56159238,54.50010865,36.58437681,49.13569381,47.85752443,131.9181074,88.77355935,90.97304036,99.77553089,92.13245442,71.55785596,76.19700584,95.27813182,177.0513895,115.4084393
PNPLA3,2.531671468,1.839268317,2.165629852,2.460134495,2.296277076,5.285989026,3.132078292,3.315842183,3.358859839,4.521673285,9.081301549,10.04235467,10.43710244,6.339240395,8.066367938
PNPLA4,4.701509356,4.578442233,4.397325971,4.571609482,6.952051158,0,0,0,0,0,0,0,0,0,0
PNPLA5,0.044377818,0.086432361,0,0,0.0415713,0,0.082353577,0,0,0,0,0,0,0,0
PNPLA6,22.552899,23.11962516,19.55193773,23.56753526,24.94873284,36.85140453,31.53480294,21.02077756,25.29666367,39.20849776,37.62369908,41.0777803,36.07573823,34.4024939,43.46798376
PNPLA7,1.172697235,0.708040377,0.653045997,1.413411189,0.900797996,0.446813873,0.261146175,0.153942423,0.291971972,0.415599056,0.5546784,0.702538044,0.511180471,0.350283434,1.055218717
PNPLA8,3.490614793,4.679478963,8.041637292,8.1306366,7.55890452,4.934963024,4.900311083,4.03811969,5.320866483,4.920122874,5.42007685,7.39081082,6.134011464,3.406361998,6.922758074
PNPO,21.37281831,15.1427501,18.58316663,19.13743017,19.38122385,11.42086102,10.92676293,16.56306233,17.26903167,16.54386499,13.33533317,13.1687172,18.10939802,16.36699345,10.35779922
PNPT1,24.50852313,27.43632573,49.49130848,34.56976773,28.406364,8.002300721,12.58333381,13.28888627,12.01540933,7.663870032,5.77885192,8.239452165,5.569767226,2.942318199,3.424951836
PNRC1,14.21546557,9.829300429,15.56857391,18.7540382,18.71234712,21.57311104,6.178255703,8.572338133,13.909059,15.45081556,26.70829806,24.06059408,31.86573957,25.20655109,31.2286174
PNRC2,32.26565196,41.74317831,42.86269506,33.76729499,20.90826287,49.64568033,43.28270668,48.68683769,67.59491534,49.89285611,33.37445247,32.76892211,29.47096233,19.04704262,20.76580454
POC1A,8.75106301,9.780925407,14.55901268,8.846534311,4.937210751,14.70473494,10.05752597,9.930523167,15.96072355,15.77102173,14.63352702,7.617054805,7.224623859,8.307778197,7.614557226
POC1B,7.811329158,5.424811881,6.121551582,7.620847331,5.597319578,9.373046213,5.919589677,6.769920746,9.43632362,9.843467095,6.187834189,3.062915135,2.289197966,3.863550358,4.739004603
POC5,9.053787808,7.641222386,6.731475297,7.072732297,5.324317039,9.354124051,12.2277239,15.13934973,14.93831125,11.05193057,5.771526521,5.079555622,4.476421754,6.948694865,3.655614053
PODN,0.329879011,0.321244069,0.207404849,0.18932938,0.278115281,0.119703303,0.061216882,0.061862727,0,0.02922694,0.028894573,0.028231931,0.11982896,0,0
PODNL1,0.375211068,0.304491258,0.140420521,0.32900247,0.351482169,3.03507641,2.059867421,1.143413679,1.223331901,2.160815355,1.040733619,1.15066461,1.220983978,1.07989079,1.244444324
PODXL,8.344720686,11.55657287,10.11755196,5.946125855,6.458279277,42.39613828,54.46180781,52.19272186,38.00491843,52.05376099,4.669346545,2.531008695,1.933007936,3.112182554,2.069831751
PODXL2,0.969521732,0.745376405,0.824978506,0.732162169,1.147209796,4.490215027,1.23101635,1.722466684,2.949270008,1.672762685,0.178782717,0.393036029,0,0.047630777,0.264897856
POF1B,0,0.027803723,0,0,0,0.051801695,0,0.026771142,0.050774978,0.025295961,0,0,0,0,0
POFUT1,17.54641786,16.13883078,20.66120307,17.57507452,17.15962972,35.83562749,37.16448471,43.79303304,43.22869911,32.41044669,20.74433928,23.46063839,25.22806856,25.090721,25.30762584
POFUT2,11.19484061,10.42385385,11.52446908,13.99486822,20.82047225,15.09572071,12.4474623,11.41732877,10.43237882,13.91490786,14.96447109,16.92149269,17.34009902,16.51436959,32.59647848
POGK,10.82717382,10.71474066,9.777380258,9.685043206,7.483481502,13.80410283,22.10163058,23.59696881,19.25494733,14.72618937,10.6370959,10.04254216,11.45348813,9.041179624,6.506834393
POGLUT1,6.502467358,5.585529638,8.374947334,5.955941681,6.091241781,3.088565073,5.976516742,6.873605505,5.072855533,3.20666054,2.901534031,5.066237382,5.877219222,1.51740639,2.176102849
POGZ,10.19002041,8.216944289,8.678861317,11.43972634,9.22687109,17.45429428,13.54322349,14.40390885,15.05111045,16.89594569,6.124232175,5.881871104,5.607922097,4.779675871,4.754162252
POLA1,8.269009675,8.980924588,10.07033808,4.063933047,2.349057418,6.486212261,4.941971694,6.432102856,8.992856365,5.563548693,7.733067424,4.345428366,4.516884249,7.118887702,2.653783963
POLA2,35.3585686,27.29824977,29.30616521,16.2365804,8.86675379,39.50727285,24.53218973,39.68267933,41.39486979,43.94695764,23.71658835,11.45003709,18.10067966,22.00326531,10.82753499
POLB,16.98399648,11.19085262,10.62522292,12.20486162,15.90990362,11.88138282,12.46601037,15.9251772,16.22911416,16.32033194,9.029532336,9.328663985,7.750189519,7.808412487,8.699895588
POLD1,9.558574996,10.38484693,9.665848784,5.442468814,3.411076834,30.17261232,19.27672295,16.76690461,25.49832411,30.90823489,25.91485643,9.488249732,9.566166753,15.59885279,15.24643665
POLD2,96.96524471,109.5791044,70.09481303,64.38591665,57.06762697,131.2830692,135.9974358,150.9239072,168.1484039,153.4110814,103.8595101,67.20653426,73.92701481,109.5871234,69.04087113
POLD3,11.0461456,11.41937761,13.220509,5.543402486,4.103347179,10.19356834,7.371470082,8.750305833,13.11237155,11.95625219,5.719493423,4.028253001,4.719165546,4.13957784,1.789046249
POLD4,36.76197944,32.86836075,32.73146493,37.12544761,48.53590978,39.62441171,23.77023704,18.55623472,28.92996699,40.23109851,59.35184944,53.71542019,53.79920318,60.61898628,67.82528989
POLDIP2,51.42834406,59.7273036,64.50531541,56.68639981,60.48196189,49.17336861,59.29275892,65.66921823,62.86472448,52.90825043,63.45031475,73.77003686,85.27815189,66.49520893,55.39652065
POLDIP3,28.97567924,30.90151914,28.67820358,27.49724017,25.8828843,37.27079942,32.91433929,36.80005637,35.59835937,37.09815033,18.85551308,22.83228484,19.34036802,19.11354444,21.43596893
POLE,13.3567044,12.08300153,13.01698229,7.949201721,4.875507499,19.36874634,17.68942232,22.51357452,22.97359222,19.93547569,14.50767015,8.662478425,8.134273346,11.34028655,6.157608101
POLE2,3.766980866,2.934700834,3.279342581,1.773953023,0.380019389,9.726201065,8.926365622,12.71570071,21.90111462,12.37444588,6.243768067,2.281517454,3.263013438,3.570324681,2.306540765
