GeneNames,D1,D2,D3,D4,D5,L1,L2,L3,L4,L5,U1,U2,U3,U4,U5
A1BG,0,0.062156907,0,0.122109946,0.119582222,4.226912731,2.309724052,2.2742434,3.235050393,4.015096366,0,0.10925086,0,0.059578928,0.055224553
A1BG-AS1,0,0.051534788,0,0,0,0.480077682,0.34371986,0.595450533,0.658787463,1.219051542,0,0,0.048058164,0,0.091574235
A1CF,0,0,0.031874235,0.011315257,0.011081027,0.010731089,0,0,0.010518397,0,0.010361292,0,0.021484708,0,0.010234711
A2M,0,0.094364151,0,0,0.045386246,0.197788291,0.314688717,0,0.129245399,0.922919297,0.063657482,0.497580966,0.945980494,0.135675547,0.062879794
A2M-AS1,0.154622302,0,0.046293185,0.049301821,0.048281254,0,0,0.048327604,0,0.045664588,0.045145293,0,0,0,0
A2ML1,0,0.020467854,0.01887809,0,0,0,0,0,0,0,0,0.035975577,0.019087057,0,0
A2MP1,0,0,0,0,0,0,0,0.088003722,0,0,0,0,0,0,0
A4GALT,14.54794824,14.53443608,14.66380892,22.93559826,23.11698114,7.918527967,2.599727646,2.273499585,5.557675717,4.821564905,2.690137212,2.121200501,3.327315713,5.180347898,4.195693335
A4GNT,0,0,0.057167248,0,0,0,0,0,0,0,0,0,0.115600101,0.059410721,0
AAAS,59.02902079,60.41184463,48.44462107,45.2539991,41.73061501,67.18761646,52.15218474,56.72987208,61.92750726,65.07487129,37.99894281,34.34425986,32.93253052,51.43403104,36.95072738
AACS,13.23717757,10.80833942,13.53567565,14.80497605,10.55593067,9.976248423,14.17195704,14.25782185,13.30964915,16.4192037,9.66219375,12.43255711,10.29495303,6.843342208,9.397319904
AACSP1,0,0,0.093182877,0,0.097184631,0.282346653,0.529442924,0.145916893,0.184500335,0.137876374,0,0,0,0,0
AADAC,0,0.068349376,0.063040595,0,0,0,0.586115434,0.658110022,0,0.124369182,0,0.12013513,0.063738412,0,0
AADACL2,0,0,0,0,0,0,0,0,0,0,0,0.06431234,0,0,0
AADAT,5.626605235,4.155153063,4.422019773,3.453567939,3.909154761,3.020056069,4.611663293,6.023239739,3.919135544,2.949525866,4.805213128,4.253603175,3.874839403,3.457610037,2.352970265
AAED1,6.993219611,5.286838214,7.438275593,4.312923286,4.223644065,11.26908878,12.63606397,12.51053722,14.40036409,12.63641654,10.71955628,7.796230583,11.28091841,9.018547409,7.324443737
AAGAB,16.8450693,16.27521866,20.27241908,21.27337381,21.63904549,15.28143925,16.79688976,17.78091165,17.83301908,16.24401736,22.55257885,20.25102304,19.56514737,20.04857158,19.44231787
AAK1,5.645259158,3.835336948,4.937182874,6.611864526,6.69347778,5.688666556,4.726549274,5.343023974,6.014259751,5.98318408,5.283699762,5.303159552,5.194010654,7.278311989,4.389039197
AAMDC,13.41900693,20.03721639,17.476504,26.95577054,27.02629387,22.52078699,9.960861236,9.856242203,11.13664521,12.28540497,15.47596758,12.63278104,12.99858912,7.515456174,13.73886072
AAMP,31.3703901,34.16126992,39.35666889,40.47124054,44.81585518,31.53813169,35.93243194,38.49257258,32.64596053,28.90782334,44.60319672,41.42819437,35.91014298,35.91323397,42.69846631
AANAT,0.053855546,0,0.241861432,0.10303209,0.151348927,0.146569345,0.099941752,0.151494223,0.287328639,0.047715458,0,0.138273067,0,0.05027061,0.046596541
AAR2,13.4937457,12.98173425,15.08578538,14.74037073,13.78603533,12.27818206,21.74998181,19.68593918,16.63851044,16.14509896,9.74829735,17.8283575,11.47660242,7.153953219,8.394691295
AARD,0,0,0,0,0,0,0,0,0,0.055917387,0.884503966,1.188301912,0.917033723,0.883676258,0.709879781
AARS,59.02276361,45.36509992,54.76942009,85.8328483,109.0013406,121.3684906,87.6683874,97.25350745,113.6577236,156.6417576,57.51537295,34.84867218,35.6314495,44.01845832,80.61106865
AARS2,6.128630517,5.577978029,7.664164951,4.915397723,5.917694529,7.762259791,5.861535658,7.360015134,7.566491069,6.808263439,10.5917824,6.394922122,5.62979985,6.138722672,8.565695413
AARSD1,0.082639046,0.080475879,0,0,0,0,0.076678184,0.232461443,0,0,0,0,0,0,0
AASDH,1.867582093,1.757045385,2.843111361,2.694820082,3.143121812,4.795519022,2.702103891,2.938375313,4.334566207,4.038488422,1.802198565,2.058861764,1.408545514,1.063687142,1.862343758
AASDHPPT,4.097463982,4.450617066,7.042081761,8.781117841,7.529040452,13.40307755,16.1581115,15.88527156,20.35425299,10.54186399,6.418836935,8.227303871,7.442044381,2.133013077,4.431476016
AASS,7.698958089,5.833411469,7.794570669,8.852107921,5.323618818,11.00768818,9.138848416,10.02737277,11.06266647,10.51246877,6.407286618,5.027995909,3.365053762,3.691803033,5.996778809
AATF,42.64498979,47.27095228,38.63413862,31.72748331,33.48732275,63.33123795,83.43675171,85.00814228,66.75745196,58.91352475,45.14683202,39.3804192,36.19311733,39.21657001,25.14463403
AATK,0.378677463,0.2663304,0.226748478,0.321980089,0.492679646,0.057254505,0.195201648,0.019726105,0,0.018639129,0.09213583,0,0.057314608,0.0392745,0.054606137
ABAT,0.152066993,0.129575664,0.290241876,0.454566114,0.391737645,0.534562047,0.317470957,0.142586806,0.169021597,0.370506909,0.283044998,0.374161168,0.241668541,0.195173735,0.279587105
ABCA1,12.45046691,11.8946138,16.14762451,19.12725215,16.45902051,0.798422853,0.278851,0.291856943,0.582176559,0.542039786,39.06252123,39.37002787,24.28973644,17.28225734,25.65853047
ABCA10,0.089022001,0.052015052,0.143924934,0.340619435,0.233497934,0.129213769,0.115641021,0.283805399,0.585768892,0.141970633,0.015595128,0.015237484,0.016168676,0,0
ABCA11P,1.784480077,1.158512913,2.190486026,2.048354067,1.950231428,0.323767429,0.717497392,0.836615854,0.79337578,0.948618554,0,0.101813731,0.108035767,0.055523159,0.102930407
ABCA12,0.436803842,0.37810669,0.348738672,0.278552634,0.306884795,0.011007163,0.011258239,0,0.021577999,0.021500205,0.031883559,0.031152371,0.011018718,0.022651536,0.031494045
ABCA13,1.423426783,1.296736906,1.142992315,2.001604004,1.179788845,0.023802734,0.00608642,0.030753163,0.034996441,0.011623423,0.011491242,0.011227713,0.01191386,0.012245855,0
ABCA17P,0.107659654,0.078631159,0.096698372,0.15447433,0.15127665,0,0,0.050473959,0.047865237,0.071539007,0,0.046069011,0.024442189,0,0
ABCA2,14.42703759,12.88079972,11.55335031,12.75562539,17.72061191,7.608082754,4.716515455,4.930629562,5.287242206,5.937155655,11.72746722,8.677550158,10.32210032,9.489611887,13.25241302
ABCA3,12.91774431,14.86680981,14.12482451,11.51002855,13.69511646,1.358685804,0.584296329,0.430876744,0.378339902,0.919821176,0.655932543,0.961334991,0.741879312,0.524254983,1.119133113
ABCA4,0,0.014985542,0,0.014719875,0,0.404838204,0.285567353,0.173148073,0.410497503,0.409017556,0.094352121,0.065848812,0.041923777,0.028728024,0.039942619
ABCA5,0.52874893,0.292561563,0.496501812,0.528769913,0.405253695,1.090155078,0.635562415,0.698606942,1.175402853,1.043401751,0.105258801,0.092560404,0.14186893,0.033651296,0.166356607
ABCA6,0.021283923,0,0,0.020359343,0.019937897,0.038616521,0,0.039914075,0,0,0.018642892,0,0.019328529,0,0
ABCA7,6.133615898,4.185973249,5.033945922,6.657893457,8.486935126,9.283778554,3.850373979,4.030513654,6.55654061,8.627532851,1.882554734,1.344163747,1.756611183,1.80556134,3.289983711
ABCA8,0,0,0,0,0.036919966,0,0.036569595,0,0,0,0.017260971,0.016865124,0.071583139,0.018394473,0.017050098
ABCA9,0.01788917,0,0,0.068448235,0,0.016228622,0,0.03354784,0.015906968,0.01584962,0.015669379,0.015310032,0.016245658,0,0
ABCB1,1.195076953,1.117242733,1.395421483,1.851923167,2.015097359,3.057288599,6.875021909,7.306137634,4.059349686,4.065891227,0,0.040911158,0.108528297,0.022310515,0
ABCB10,4.909749178,4.354335512,7.034787766,5.05988537,5.365791008,1.855835687,2.006634478,3.260929189,2.780552071,2.226779098,3.071799488,2.376071668,2.680516676,1.391245971,1.238994418
ABCB11,0,0,0,0,0,0,0,0.022134549,0,0,0,0,0.021437464,0,0.020424411
ABCB4,7.235765422,6.385765008,5.864387707,5.677745049,6.989982655,0.666667554,0.236033447,0.212021002,0.276461353,0.801351681,0.024757461,0.024189697,0.102671905,0.052766493,0.097820021
ABCB5,0.072929385,0.028408152,0.026201655,0.027904524,0.013663445,0.013231955,0.013533779,0.027353124,0.012969696,0.012922937,0.012775978,0.02496597,0.02649169,0,0
ABCB6,9.524026787,6.910579429,10.1645753,16.862987,16.58389071,21.68462215,13.2728971,9.525630128,12.81931924,15.91674156,10.92668663,8.374668506,8.547283003,6.868001368,12.47357601
ABCB7,9.274402258,7.468467145,10.69301156,8.189094848,8.395495026,12.82251788,11.87383518,12.12453172,13.71816186,15.76246553,9.02186173,9.578162952,6.357251036,6.700885371,8.834486702
ABCB8,10.59078574,9.797882378,9.512493285,9.83140211,10.4396071,7.380463947,6.744798416,6.996511973,8.282924465,7.144123819,13.97817995,15.01719915,13.31189592,15.59260564,14.51548425
ABCB9,6.891787749,4.521060338,6.216005868,6.371740082,5.915694872,6.252063079,6.260894361,6.299909289,5.820456937,6.514826192,3.536092538,4.442141661,5.551584684,3.445305056,3.467943701
ABCC1,24.14807854,18.86630247,16.16682446,18.03896758,19.29052733,22.38955616,28.50979703,22.32054896,18.17362033,24.11877167,13.71998671,21.62199875,24.93979262,17.15397432,17.29710751
ABCC10,4.208420621,2.993337423,3.335244364,3.709871787,4.290121625,6.250674685,7.044064388,8.066207872,5.925005057,6.214362027,2.927288862,3.636989935,3.334694783,2.484061832,3.105714046
ABCC11,0.022966516,0.044730684,0,0.021968843,0.043028159,4.146098761,4.347221835,4.048529805,4.574465515,3.947530549,0.020116698,0.039310721,0.020856538,0,0
ABCC12,0,0,0,0,0,0.019786483,0.424994176,0.28631861,0.096971562,0.17391952,0,0,0,0,0
ABCC2,0.736438076,0.49983949,0.641414029,0.811181374,1.003439493,14.33332703,9.421503575,5.775316097,11.42988889,17.12256593,0.117283019,0.133692253,0.121596384,0.062492409,0.366858969
ABCC3,10.30750811,12.82826118,13.00353698,15.07600295,24.35947251,23.12460695,31.90650372,20.41262266,14.1664212,28.64752444,2.378876857,2.598848109,2.446945561,1.257566372,2.275804773
ABCC4,2.488053876,2.703845357,2.76912771,2.293741191,2.465819072,5.20114871,9.602384944,10.51514972,6.637098538,5.303315177,5.369343694,9.828925256,7.793539876,5.82291582,5.756126179
ABCC5,2.857906348,1.850215683,2.581271275,3.314108899,3.768974166,2.708494924,2.592504606,2.335414342,2.626418453,2.036976951,2.083736619,1.557706814,1.768894404,1.222060013,1.105116834
ABCC5-AS1,0,0,0,0,0,0,0,0,0,0.425878266,0,0,0,0,0
ABCC6,0.424289805,0.255780298,0.381091075,0.521818107,0.738134605,0.164959476,0.056240747,0.075778792,0,0.053702341,0.265458205,0.414992693,0.348613353,0.24517172,0.419544265
ABCC6P1,0.124140593,0,0,0.039582629,0,0,0,0,0,0,0.07249101,0,0.03757852,0,0.107408106
ABCC6P2,3.352851023,2.176724333,1.720847517,2.290858686,3.439936739,0.579357203,0.296286241,0.59882419,0.28393713,0.990197129,0.559392381,0.273281897,1.159930757,0.149031709,0.414418813
ABCC9,2.664137514,2.309016726,2.703966225,3.249218382,2.632914493,2.936461919,2.682087252,2.797815314,2.795347959,2.407606295,2.216878219,2.72464829,2.116955876,1.790493931,1.578957552
ABCD1,30.70257066,25.61478691,23.87394131,33.31215311,40.20185228,23.44309468,19.26790502,19.15387549,17.26119218,15.01842733,6.790571592,7.187746495,10.42077803,12.40542548,11.09950212
ABCD2,0.021104598,0,0,0,0.039539825,0,0.019582296,0,0.037532225,0,0.018485818,0.018061882,0.038331357,0.019699754,0.036519963
ABCD3,7.184134129,6.70698732,10.69226269,10.16609518,10.40059837,16.88566093,14.04804106,13.33334025,17.26370654,16.83323942,10.32312452,11.559961,8.49213198,6.179419062,10.47954615
ABCD4,4.641607718,3.33792634,4.040748382,5.532891768,5.920058596,6.154179222,5.996394292,7.700116567,7.460882047,8.00339521,4.941328896,4.00296952,3.210017434,3.866043974,3.954196947
ABCE1,10.50867581,15.12793012,14.04948494,11.08053133,10.34762584,25.45441926,59.50153947,58.66763691,50.23439535,27.55073926,14.12485768,16.14708961,13.57041546,10.33599218,6.301787775
ABCF1,6.587089891,5.477590283,5.039613043,5.100341275,5.330068805,10.85906495,14.29860927,14.0571682,11.4870766,10.32951504,3.587246674,3.7277711,3.588308557,4.152593279,2.574109155
ABCF2,35.30977245,38.49681061,38.79486514,31.40368448,32.5789203,25.81857273,42.26843722,51.4897835,39.71914558,29.24382681,36.79850987,41.13429383,43.75533455,35.10887279,20.07749519
ABCF3,15.77724609,13.23033458,17.59553205,18.86484719,21.01969053,12.3248559,14.7612063,13.80741438,15.27608254,12.3864839,14.58726554,14.17772033,16.27792796,16.24063197,14.18154497
ABCG1,1.031830436,4.415123241,5.223643378,10.55798835,9.079956034,1.531720805,0.20308552,0.205228096,0.417044966,0.387838653,0,0,0.028394976,0,0
ABCG2,0.828821016,0.576518375,0.531739473,0.611601516,0.576758118,1.417842869,1.647936602,2.264838634,1.831931345,0.986096072,1.846053616,1.78345144,1.91394667,1.746238346,1.659590633
ABCG4,0.601553449,0.083686733,0.102915574,0.411015561,0.697679452,0.779592475,0.079737517,0.107438343,0.305656336,0.279174838,0.075272749,0.024515504,0,0.053477198,0.247843864
ABCG5,0,0.040061715,0,0,0,0.111959722,0,0,0,0,0,0.035207485,0,0,0
ABHD1,0.389763687,0.379561198,0.070016041,0.372832234,0.365114459,1.9093546,0.723299052,0.657836948,1.039728287,1.450371728,0,0.133428091,0.212373214,0.218291258,0.202337263
ABHD10,14.78290599,11.50111011,16.30859743,14.87082423,15.24034076,8.418126231,11.62928774,9.680315282,9.822949714,8.862168519,16.25607017,14.67999061,12.18444014,10.12417118,14.42392112
ABHD11,20.69382175,17.68316784,17.29443037,13.30582716,18.16552083,11.4378143,8.392555425,9.830363432,14.01389397,14.50976312,14.10467932,10.32125089,10.6408663,9.72212203,6.047239626
ABHD12,47.31327006,52.03902098,52.40626631,65.87449192,54.35029329,41.39460358,42.16530476,37.21812803,32.25978024,26.84145903,28.05140494,39.37163566,36.47058519,31.8573049,44.4148335
ABHD12B,0.131990232,0.578408599,0.474207005,0.252513073,0.247285952,0.299345862,0.061234803,0.185642511,0,0.175412974,0.057806063,0.112960784,0.059932019,0.0616021,0.11419972
ABHD13,2.848818219,2.753543965,4.544677583,4.18927856,4.261881507,1.446480757,1.34139097,1.574821784,2.022744123,1.035979806,1.471121777,2.383510897,1.660372403,0.674718434,0.956503424
ABHD14A,5.79875498,6.142314176,4.660110987,4.281783046,4.574343753,11.72074132,10.66657207,13.35464417,12.39303569,11.62728382,6.05941097,3.91794489,6.836577444,8.26157547,5.545282779
ABHD14B,15.40239893,13.9181992,11.96472726,14.9102908,19.23777149,47.33089219,30.81449851,31.74677379,34.25992169,39.79165701,10.5741687,9.658726457,11.00506319,14.93839545,17.32827277
ABHD15,6.349930075,4.907709322,6.367306786,7.263194208,6.357497028,8.838866896,4.270849147,7.088168601,7.976559893,9.793359501,7.916277542,4.226787163,7.200559724,5.331381727,4.592905091
ABHD16A,1.246166544,1.396842907,1.725570674,2.216435788,2.21919457,1.713402141,2.276424152,2.306526514,2.175772281,1.995413905,0.636728772,0.810986493,0.789817537,0.654308155,0.550331257
ABHD16B,3.173413801,2.843118542,2.337258456,2.974848551,3.448358049,8.521378861,4.770108379,9.164774952,5.982184421,7.591352022,5.559276758,2.878846293,3.804063454,3.021416503,2.965334614
ABHD2,16.10633461,18.58130147,20.9403697,18.71231635,16.41731789,11.80098542,20.12076519,17.79864428,14.35460281,15.41821079,44.08542382,78.90285424,84.52053971,70.95453018,55.54945455
ABHD3,4.259754525,3.190962166,5.690024557,8.306138597,7.417979523,2.080801815,1.570862564,1.38260498,2.767974318,1.790277505,1.291562205,1.635851667,1.636631951,1.07051556,1.464788459
ABHD4,22.77754751,14.61254639,16.06010037,26.38635809,36.31929881,17.72881533,11.88038153,17.31351335,15.81945139,22.29028849,4.21060375,3.614204829,5.589419224,5.996788865,7.813008643
ABHD5,2.37947345,3.014395195,2.91265685,2.014255224,1.893656969,4.603741391,8.049819859,7.206753483,6.70320771,6.305910182,5.791534679,7.136471111,5.698568842,3.99008527,3.370523765
ABHD6,8.620015651,7.155862669,10.83086421,12.25569509,17.91474603,7.563480444,12.10662971,9.010139488,7.413571175,5.71750025,10.27348769,17.21356191,15.27116944,15.87259319,9.251370356
ABHD8,30.57992641,18.80255372,20.00643051,30.59286494,34.05186722,9.491755976,2.902471049,3.792791971,5.610950913,7.932135523,19.60482938,17.12431441,26.88888767,35.99507957,27.76473855
ABI1,12.00034497,12.7327503,11.60972025,12.22147224,10.6541869,5.82234043,6.536815186,7.557459424,7.29957545,7.45839614,23.00975227,21.00029529,19.2474474,22.87676199,14.79944895
ABI2,17.30803394,15.7538984,15.32709489,15.39141219,16.57193678,18.03691859,14.18731,13.86398135,18.70028342,20.20486763,28.00475372,17.37326402,17.81889925,19.89044342,22.89165104
ABI3,0.053446969,0.052047937,0.096010617,0.255626084,0.150200714,0.096971594,0.19836708,0,0.190099207,0.378827703,0.046814962,0.137224054,0,0,0.138729105
ABI3BP,1.537200794,1.055236136,0.837468866,0.337474436,0.42491389,0.068582526,0.561175281,0.236289894,0.067223211,0.290250367,0.309022708,0.237235325,0.54923616,0.2587481,0.436067787
ABL1,27.08825595,28.45933696,24.16050097,26.23701027,23.78146059,21.81290071,19.64442867,18.43370256,19.86779,22.3251129,23.92568024,26.82287257,32.32453522,38.21879809,36.32508656
ABL2,6.995409257,9.155379787,8.076083827,7.194456585,5.033712885,3.476189021,6.441209936,4.470351113,3.851030607,3.805565221,4.878486205,5.468252153,3.81163664,3.210809168,3.122638711
ABLIM1,6.58425078,9.915310596,11.34001829,11.38875624,9.881282183,0.11084053,0.352703023,0.229129767,0.156929723,0.120279963,1.189121465,1.289654893,0.838340898,0.734981382,1.245069906
ABLIM2,0.046655488,0.022717115,0.020952648,0.089257518,0.28408202,0.126974188,0.021645083,0,0.020742924,0.04133628,0,0,0,0,0.040366954
ABLIM3,10.42689341,10.71103314,7.730449304,7.58616841,9.499545475,25.21620485,38.74740554,32.67079798,25.52565325,24.3738924,29.90452309,56.50139475,63.9685758,48.83399528,42.63271797
ABO,0,0,0,0,0,1.489487375,0.066237519,0.066936333,0.317383809,0.632479121,0,0,0,0,0
ABP1,0,0,0,0.086500668,0.042355035,0,0,0,0,0,0,0,0,0,0.039120161
ABR,34.01721329,30.52958288,26.2728488,22.43365303,24.06464887,14.17324745,22.54308177,16.81141098,13.55573331,18.40043094,42.1396403,38.9054805,53.09609156,49.32369451,28.46447625
ABRACL,23.21091187,18.1865962,22.64492777,23.7338382,16.99454417,14.40062605,10.64456532,13.25846364,17.31781279,12.6460645,7.127453335,4.452392757,2.78623604,1.618713638,3.116233298
ABT1,7.322045849,8.585563604,9.081912815,7.194558288,7.185607446,11.07063803,18.3019271,16.58012669,14.97024955,14.69562304,7.765987816,9.804576774,7.192160141,6.183729296,3.318402637
ABTB1,3.010317281,3.148668503,5.157294334,5.065871813,5.692101918,8.394948908,2.431100406,2.770376305,5.79964758,5.334220056,6.933754323,3.435080465,5.062506889,8.325727908,12.5405073
ABTB2,7.126880286,4.925392958,4.914517754,6.003610326,6.503877767,2.043879572,4.138338637,3.793978104,2.534875802,1.242499623,7.470906014,8.794905946,12.75634027,9.699736217,9.587559091
ACAA1,17.01856943,16.35211533,30.26595781,31.96164841,31.14060672,14.20372762,15.0540847,13.13841972,14.17442161,16.68662631,30.06206185,27.38210342,22.25525927,20.86323918,28.51682523
ACAA2,29.43300279,29.68419779,34.96921129,36.57287585,54.16048232,26.3836694,21.30717835,24.86560169,28.40017279,26.02569827,13.6816848,15.36313392,13.97314725,13.32885971,15.58206165
ACACA,5.190254912,4.996519598,5.16002227,5.144809632,4.435197415,17.41416404,14.56710309,15.72384455,16.79597907,21.83415745,7.19239491,7.391963136,6.260568273,6.157654953,5.759037675
ACACB,2.291198588,1.780231893,2.977419093,3.788788161,3.89302256,2.454422455,1.311744944,1.531278076,1.907281437,1.79242764,2.038918396,3.139476855,2.966106858,2.650602015,2.414702388
ACAD10,5.87338857,6.227465291,6.064238157,7.981060866,9.075641313,6.32412047,5.144140901,5.764575891,5.491041284,6.7113935,5.985988811,6.248021327,5.25901647,4.43205134,5.247959557
ACAD11,0.633968831,0.463030506,0.341653078,0.72771484,0.920507354,0.69014542,0.64706382,0.683612711,0.901955518,0.449351871,0.805188386,0.786722942,0.690869894,0.680533433,0.905055259
ACAD8,6.504042068,5.485961307,7.543791038,8.768892189,9.834700515,8.548480021,11.02437891,13.10951576,11.93103562,10.20917855,4.440955369,5.303357418,4.185711057,2.963841872,2.658606832
ACAD9,14.34092344,16.67883794,16.92906942,14.07069665,12.09058416,21.22445945,22.01274296,21.2844886,22.44331554,23.41517716,22.53877509,19.53215555,17.04204337,21.18861435,14.92500255
ACADL,0.226344695,0.484923728,0.365939261,0.129907328,0.296842454,0,0,0,0,0,0.079303418,0,0,0.169022308,0.235003761
ACADM,6.983015155,6.50639016,8.595024634,8.947460355,7.712390214,8.21180678,10.19893153,10.34694922,14.48828566,7.332597716,6.380816685,5.865580516,4.932256234,3.862628336,3.39384972
ACADS,8.232004251,6.298696315,9.453589988,8.661843846,10.9612046,6.454377729,5.837781742,6.836654266,7.163006544,9.585704435,8.755643394,8.655494875,7.742704198,6.696087191,10.48016249
ACADSB,5.502221996,5.044094242,6.424622914,8.003699585,7.287047916,3.012101601,2.922366796,3.024359507,4.470779133,2.571936265,3.140967974,3.994488031,3.704466622,2.745083302,2.117644558
ACADVL,106.857699,115.521191,125.2779042,137.9998479,151.1139029,92.43277333,88.93597859,73.13297915,82.12557421,89.87764334,121.9755197,118.9484681,109.6784983,108.1819932,146.3866319
ACAN,0.012751093,0.024834638,0.01145285,0.012197181,0,0.034702448,0,0.023912323,0.011338213,0.011297336,0,0.021825455,0.023159251,0,0
ACAP1,2.202258075,2.976195653,1.412883511,1.762658042,2.062984043,3.873354028,3.085960598,1.727827453,1.918273816,2.747577064,2.834433164,3.307931355,3.877420049,1.803949209,5.560724948
ACAP2,3.741600928,3.536493969,6.085888046,6.526529659,6.420881494,4.977340958,3.573823644,5.911113013,6.821777652,5.655033756,5.16384703,4.184338428,4.482881623,2.333250411,4.325445785
ACAP3,19.85113427,14.54243444,14.40944656,18.84537509,20.70248521,22.06173426,18.02971531,16.47666591,17.70486613,19.04913035,29.49637779,19.83776484,21.56749144,23.42807009,28.09823495
ACAT1,25.77656664,23.76444401,30.45835593,30.46734702,33.5971687,29.90069584,26.80890652,26.24976986,33.20640744,35.9882102,28.87030893,27.9369911,25.8068287,16.8622325,23.94747787
ACAT2,7.049520855,8.280454239,11.22748526,6.673769109,3.880524044,19.3832525,16.65602425,14.78740548,17.44812886,22.53640145,4.074078874,5.16240252,3.563926513,5.427021867,4.401585586
ACBD3,16.75776125,15.30301317,16.86913273,16.87665634,17.26777342,22.08626667,20.15502736,20.48625427,19.23062775,19.35739164,17.9740696,15.20765848,14.41421386,12.15964971,26.56333531
ACBD4,7.811848591,4.739667171,4.665415761,7.550745594,9.693232479,11.46490305,3.301613476,2.607796782,4.764188935,8.950474586,5.23039995,3.22028407,3.454224131,5.192100347,9.165231931
ACBD5,4.821381385,3.895448619,7.899586587,6.284400558,6.948415618,3.532717347,3.687040293,4.794041511,4.828933117,3.872689727,7.796523091,9.998263876,10.72956395,6.231381759,6.715695009
ACBD6,15.27574576,14.87588649,14.22166175,15.74644022,13.91763901,24.17203014,19.09267802,21.5178357,21.46009479,18.60173542,16.43509353,17.43119112,17.67297346,17.64457966,16.3550111
ACBD7,1.806190369,0.912028118,1.291827125,1.535759034,0.469990067,4.581821512,1.706942838,1.787676785,3.420304983,3.319070257,0.556653516,0.744267434,0.273375372,0.249771837,0.549853012
ACCS,2.748041313,1.800291066,0.538527636,3.058810841,3.323124209,2.674262515,1.715334481,1.452334467,1.910408554,3.275826925,3.763748647,3.891238646,3.40305483,2.565115804,2.982860232
ACD,18.55018576,16.15189058,10.7809792,9.91596593,8.688522399,29.89494385,20.95830774,31.15523426,33.08650934,33.20891936,21.64856637,10.03907531,15.35953808,36.71878733,12.74548469
ACE,0.323969127,0.736140726,0.853554437,1.714756815,2.468310864,0.137151911,0.020040054,0.020251479,0,0.019135553,0.321605066,0.277261477,0.313819166,0.30240387,0.485857554
ACE2,0.032141334,0.0313,0.144344448,0.245960838,0.060217338,0.058315681,0,0,0,0,0,0,0.029188449,0,0
ACER1,0,0,0,0.099102098,0,0,0.096129635,0,0,0,0,0.08866591,0,0,0
ACER2,1.146167633,0.769769274,1.384461651,0.869540985,0.999635254,0.645377922,1.026820899,0.592945131,1.089454423,0.45522086,0.276950225,0.135299453,0.323027701,0.184460706,0.102587546
ACER3,7.297101192,7.156134528,8.14653477,7.39793657,7.581763623,7.855130184,7.938944908,9.66097112,11.7433601,11.20020037,3.510898065,3.716247583,4.153355891,2.566253328,2.845543597
ACHE,0.914870408,1.299262241,0.547815735,0.911591834,2.071113931,1.452409518,0.530549761,0.607633406,0.576228176,0.709245018,0,0,0.03461748,0,0
ACIN1,31.60446182,29.43254654,28.74101994,29.91707918,25.54060479,68.09812779,78.53837915,53.92514878,65.57909785,57.78893971,33.76840685,27.51687804,30.27327933,39.72977299,25.25867757
ACLY,53.52435872,66.09345444,65.58828659,50.95154606,44.58452671,105.6627488,96.85238508,100.6421517,103.5684979,117.006458,102.066942,142.8301276,122.8931049,100.6480664,84.93526105
ACMSD,0.090175727,0.087815279,0.242983669,0,0,0.081805237,0,0,0.080183846,0,0,0.077174808,0.081891111,0,0.078021249
ACN9,2.739904186,2.668184213,3.888289961,4.717587455,5.851913265,3.628939175,3.813407012,4.161930013,4.775168243,3.786941835,7.631749188,5.205641507,4.777313258,4.756987817,5.499796321
ACO1,7.307080436,9.7765037,9.045685737,9.45123409,10.44601935,35.7379136,48.22651474,56.09326951,53.1941168,32.7359107,58.93911374,83.79818123,73.57043904,71.37988787,77.76286359
ACO2,78.58710939,83.05768344,93.48651149,92.5996116,90.29753455,33.31451874,29.03767301,23.29013193,26.07218253,31.11552685,39.76685945,48.11107363,43.3954175,47.56041693,43.12374735
ACOT1,0.421907641,0.616295625,1.578964373,0.739896384,1.31741861,1.084442475,0.65245816,0.131868334,0.625263923,0.996815504,1.231849722,2.226659301,1.213296255,0.918920406,1.886040786
ACOT11,5.252051311,5.794358193,7.314828344,8.489756101,7.909212567,0.271397498,0.925293804,0.81038166,0.561594318,0.647922728,0,0,0.060373866,0,0
ACOT12,0.056671522,0.110376167,0,0,0,0.051411034,0,0,0,0,0,0,0,0,0
ACOT13,7.979925723,6.321780542,5.392876796,7.166933756,8.436712195,13.57058195,8.49949655,6.496008829,6.79910823,11.50317263,4.966979035,6.851394272,5.266159568,5.580564089,10.01240128
ACOT2,4.87516215,5.131189838,4.24611043,4.616278747,4.566849743,5.673473737,4.797662522,6.97228611,5.035573523,5.933643357,4.787826924,6.110936615,8.139024837,5.332066766,4.303268949
ACOT4,0.828821016,0.201781431,0.496290174,0.330340325,0.25880172,0.062657198,0,0,0,0,0,0,0,0,0
ACOT6,0,0,0,0.107393508,0.21034084,0,0,0,0,0,0,0,0.101956065,0,0
ACOT7,104.9816825,128.8374015,158.666607,150.248238,156.6407971,41.86140742,40.05817259,36.54331514,49.29678657,51.66907001,59.80171486,45.71048682,43.74781539,52.49808817,58.78536932
ACOT8,20.50323416,21.09141517,17.81050238,21.17788975,22.54293374,32.13527673,25.81232572,25.00154917,23.88054323,34.71089708,39.96526556,45.63924372,40.56092625,40.16372736,57.13340785
